user_id,age_bucket,gender,region,language,subscription_status,signup_date,payment_type,utterance_type,device_type,device_subtype,device_model,os_version,app_version,build_number,llm_model,model_version,temperature,max_tokens,streaming_enabled,experiment_id,variant,assignment_date
145,45-54,M,LATAM,en,Free,2024-09-02,None,text,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.8.7,b1296,gpt-4.1-mini,2025-12-01,0.67,512,1,,,2026-01-06
146,18-24,F,NA,es,Enterprise,2024-07-08,Monthly,text,phone,ios,iPhone 15,iOS 17,v1.9.1,b5833,gpt-4o,2025-11-15,0.61,256,0,,,2026-01-06
147,18-24,Non-binary,NA,en,Free,2024-05-30,None,text,laptop,macbook,MacBook Pro 16,macOS 14,v1.8.7,b3049,gpt-4o-mini,2025-10-20,0.88,2048,1,,,2026-01-06
148,25-34,M,NA,en,Plus,2025-06-14,Monthly,text,laptop,lenovo,Lenovo ThinkPad T14,Windows 11,v1.9.0,b6722,gpt-4o,2025-11-15,0.71,1024,1,,,2026-01-06
149,18-24,F,APAC,fr,Free,2024-08-08,None,voice,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.9.0,b4855,gpt-4o,2025-11-15,0.72,256,0,voice_latency_optim_v1,control,2026-01-06
150,18-24,F,APAC,fr,Free,2025-11-27,None,click,laptop,lenovo,Lenovo Yoga 7,Windows 11,v1.9.0,b1873,gpt-4.1-mini,2025-12-01,0.87,2048,1,,,2026-01-06
151,18-24,M,NA,pt,Plus,2024-05-07,Annual,text,phone,android,Galaxy S23,Android 13,v1.8.7,b8920,gpt-4o,2025-11-15,0.88,256,1,,,2026-01-06
152,25-34,F,LATAM,de,Plus,2025-11-14,Monthly,click,phone,ios,iPhone 13,iOS 16,v1.9.1,b3488,gpt-4o-mini,2025-10-20,1.04,512,0,,,2026-01-06
153,35-44,F,EU,en,Team,2024-06-17,Monthly,voice,phone,android,Galaxy S22,Android 14,v1.9.1,b3727,gpt-4o,2025-11-15,0.69,256,1,voice_latency_optim_v1,control,2026-01-06
154,25-34,F,APAC,en,Plus,2025-10-03,Annual,text,phone,ios,iPhone 14,iOS 17,v1.9.1,b7688,gpt-4.1-mini,2025-12-01,0.6,512,1,,,2026-01-06
155,18-24,F,NA,en,Team,2025-07-29,Monthly,text,phone,ios,iPhone 12,iOS 16,v1.8.2,b3378,gpt-4o-mini,2025-10-20,0.7,2048,1,,,2026-01-06
156,25-34,F,NA,en,Plus,2024-06-07,Monthly,voice,laptop,macbook,MacBook Pro 14,macOS 13,v1.8.7,b5722,gpt-4.1-mini,2025-12-01,0.44,256,1,voice_latency_optim_v1,control,2026-01-06
157,35-44,F,NA,fr,Free,2025-09-07,None,click,laptop,macbook,MacBook Air M1,macOS 13,v1.8.7,b6132,gpt-4o,2025-11-15,0.72,2048,1,,,2026-01-06
158,55+,M,APAC,ja,Plus,2025-02-18,Monthly,voice,phone,ios,iPhone 13,iOS 17,v1.8.7,b6507,gpt-4o,2025-11-15,0.29,256,0,,,2026-01-06
159,55+,F,EU,en,Plus,2025-10-08,Monthly,voice,phone,android,Pixel 7,Android 13,v1.7.9,b2836,gpt-4o,2025-11-15,0.57,256,1,,,2026-01-06
160,25-34,F,LATAM,es,Plus,2024-02-23,Annual,text,laptop,lenovo,Lenovo Yoga 7,Windows 11,v1.7.9,b4749,gpt-4.1-mini,2025-12-01,0.99,2048,0,,,2026-01-06
161,18-24,M,EU,en,Free,2025-04-16,None,text,laptop,lenovo,Lenovo ThinkPad T14,Windows 11,v1.9.1,b7490,gpt-4o-mini,2025-10-20,0.75,512,1,,,2026-01-06
162,45-54,F,NA,en,Team,2025-04-07,Monthly,text,laptop,lenovo,Lenovo Yoga 7,Windows 11,v1.9.0,b4709,gpt-4o-mini,2025-10-20,0.51,2048,1,,,2026-01-06
163,55+,M,LATAM,en,Free,2024-12-11,None,voice,phone,android,Pixel 7,Android 14,v1.8.7,b3686,gpt-4o,2025-11-15,1.11,512,1,,,2026-01-06
164,25-34,F,NA,pt,Plus,2024-11-07,Monthly,text,phone,ios,iPhone 13,iOS 17,v1.8.2,b3397,gpt-4.1-mini,2025-12-01,0.4,512,1,,,2026-01-06
165,35-44,M,NA,en,Enterprise,2025-07-05,Monthly,click,phone,ios,iPhone 13,iOS 17,v1.9.0,b7461,gpt-4o,2025-11-15,0.81,256,1,,,2026-01-06
166,45-54,M,NA,es,Free,2025-01-31,None,text,phone,ios,iPhone 12,iOS 17,v1.9.0,b4027,gpt-4o-mini,2025-10-20,0.85,1024,1,,,2026-01-06
167,35-44,F,NA,fr,Plus,2024-03-01,Monthly,text,phone,ios,iPhone 14,iOS 16,v1.9.0,b4964,gpt-4o-mini,2025-10-20,0.65,256,1,,,2026-01-06
168,45-54,M,NA,en,Free,2024-07-20,None,text,phone,ios,iPhone 13,iOS 16,v1.9.1,b2421,gpt-4o,2025-11-15,0.59,256,1,,,2026-01-06
169,18-24,M,NA,pt,Free,2024-03-29,None,text,laptop,macbook,MacBook Air M2,macOS 14,v1.9.0,b2591,gpt-4.1-mini,2025-12-01,0.75,1024,0,,,2026-01-06
170,25-34,F,NA,en,Plus,2024-09-14,Monthly,text,laptop,macbook,MacBook Pro 16,macOS 13,v1.8.2,b9332,gpt-4o-mini,2025-10-20,0.47,1024,1,,,2026-01-06
171,25-34,F,EU,en,Free,2025-12-19,None,voice,phone,android,Galaxy S22,Android 13,v1.8.7,b9269,gpt-4o,2025-11-15,0.4,256,1,,,2026-01-06
172,18-24,M,EU,es,Free,2025-01-24,None,text,laptop,lenovo,Lenovo Yoga 7,Windows 11,v1.8.7,b8686,gpt-4o-mini,2025-10-20,0.55,256,1,,,2026-01-06
173,45-54,M,NA,fr,Free,2025-02-02,None,voice,phone,ios,iPhone 13,iOS 17,v1.9.0,b2340,gpt-4o,2025-11-15,0.32,256,1,voice_latency_optim_v1,treatment,2026-01-06
174,18-24,M,NA,en,Free,2025-06-23,None,click,phone,android,Pixel 6,Android 14,v1.9.1,b5558,gpt-4o,2025-11-15,0.63,1024,0,,,2026-01-06
175,35-44,F,APAC,hi,Plus,2024-09-09,Monthly,text,laptop,lenovo,Lenovo ThinkPad T14,Windows 11,v1.8.2,b3443,gpt-4.1-mini,2025-12-01,0.63,1024,1,,,2026-01-06
176,18-24,F,LATAM,fr,Plus,2024-09-02,Monthly,text,phone,android,Galaxy S22,Android 13,v1.8.7,b5827,gpt-4.1-mini,2025-12-01,1.2,256,1,,,2026-01-06
177,25-34,F,EU,fr,Free,2025-04-23,None,text,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.8.2,b1921,gpt-4.1-mini,2025-12-01,0.76,512,1,,,2026-01-06
178,25-34,Prefer_not_say,LATAM,en,Plus,2024-08-08,Annual,text,laptop,macbook,MacBook Pro 16,macOS 14,v1.9.0,b1241,gpt-4o,2025-11-15,0.6,512,0,,,2026-01-06
179,25-34,F,EU,ja,Enterprise,2024-01-09,Annual,click,phone,ios,iPhone 14,iOS 17,v1.9.0,b4804,gpt-4o,2025-11-15,0.74,512,1,,,2026-01-06
180,25-34,F,NA,es,Plus,2025-09-25,Monthly,voice,phone,android,Galaxy S23,Android 13,v1.8.2,b3630,gpt-4o,2025-11-15,0.64,512,1,voice_latency_optim_v1,control,2026-01-06
181,25-34,F,EU,en,Enterprise,2025-02-07,Monthly,text,phone,ios,iPhone 14,iOS 17,v1.8.7,b5314,gpt-4o,2025-11-15,0.32,2048,1,,,2026-01-06
182,25-34,F,NA,hi,Free,2024-10-20,None,text,phone,ios,iPhone 14,iOS 17,v1.9.1,b8575,gpt-4.1-mini,2025-12-01,0.92,512,1,,,2026-01-06
183,35-44,F,NA,en,Free,2024-06-25,None,text,phone,ios,iPhone 12,iOS 16,v1.9.0,b4867,gpt-4o,2025-11-15,0.69,512,1,,,2026-01-06
184,18-24,M,EU,en,Plus,2025-04-26,Monthly,click,phone,ios,iPhone 13,iOS 17,v1.9.0,b5116,gpt-4.1-mini,2025-12-01,0.53,2048,1,,,2026-01-06
185,25-34,F,EU,en,Plus,2024-06-09,Monthly,text,phone,ios,iPhone 13,iOS 17,v1.8.2,b1154,gpt-4o-mini,2025-10-20,0.69,1024,1,,,2026-01-06
186,25-34,F,LATAM,en,Plus,2025-01-31,Annual,text,laptop,macbook,MacBook Pro 16,macOS 14,v1.7.9,b1582,gpt-4o,2025-11-15,0.71,512,1,,,2026-01-06
187,25-34,F,NA,en,Plus,2025-06-20,Monthly,text,phone,android,Galaxy S23,Android 13,v1.9.0,b5090,gpt-4.1-mini,2025-12-01,0.54,512,1,,,2026-01-06
188,25-34,M,EU,fr,Free,2024-07-25,None,voice,laptop,macbook,MacBook Pro 14,macOS 14,v1.9.1,b2168,gpt-4o,2025-11-15,0.53,512,1,voice_latency_optim_v1,treatment,2026-01-06
189,45-54,M,APAC,fr,Plus,2024-05-07,Monthly,text,phone,android,Pixel 6,Android 13,v1.9.0,b9263,gpt-4o-mini,2025-10-20,1.01,1024,1,,,2026-01-06
190,45-54,M,EU,en,Free,2024-06-10,None,text,laptop,macbook,MacBook Air M1,macOS 13,v1.7.9,b4134,gpt-4.1-mini,2025-12-01,0.87,1024,0,,,2026-01-06
191,18-24,M,EU,pt,Free,2024-09-17,None,text,laptop,macbook,MacBook Air M2,macOS 13,v1.8.7,b9588,gpt-4o-mini,2025-10-20,0.66,256,1,,,2026-01-06
192,25-34,M,APAC,es,Team,2025-10-10,Annual,text,phone,ios,iPhone 13,iOS 17,v1.8.7,b1989,gpt-4o-mini,2025-10-20,0.62,2048,1,,,2026-01-06
193,25-34,M,EU,es,Free,2024-08-06,None,text,laptop,macbook,MacBook Pro 14,macOS 13,v1.8.2,b4215,gpt-4.1-mini,2025-12-01,0.73,1024,1,,,2026-01-06
194,25-34,F,EU,fr,Plus,2024-04-27,Monthly,voice,laptop,macbook,MacBook Air M2,macOS 14,v1.9.1,b3159,gpt-4o,2025-11-15,0.67,512,1,voice_latency_optim_v1,treatment,2026-01-06
195,25-34,F,EU,de,Free,2024-11-09,None,text,laptop,lenovo,Lenovo Yoga 7,Windows 11,v1.9.1,b1775,gpt-4o,2025-11-15,0.83,2048,1,,,2026-01-06
196,25-34,M,NA,en,Free,2024-05-17,None,text,laptop,macbook,MacBook Air M2,macOS 13,v1.8.7,b4880,gpt-4o,2025-11-15,0.33,512,1,,,2026-01-06
197,55+,M,APAC,ja,Free,2025-05-19,None,voice,phone,android,Galaxy S22,Android 13,v1.8.7,b3039,gpt-4o,2025-11-15,0.79,256,1,voice_latency_optim_v1,treatment,2026-01-06
198,25-34,M,NA,en,Enterprise,2025-11-13,Annual,text,phone,ios,iPhone 15,iOS 17,v1.8.7,b3441,gpt-4o,2025-11-15,0.57,1024,1,,,2026-01-06
199,35-44,M,NA,es,Free,2024-01-02,None,text,phone,ios,iPhone 12,iOS 17,v1.9.0,b7391,gpt-4.1-mini,2025-12-01,0.58,256,1,,,2026-01-06
200,35-44,M,NA,pt,Free,2024-03-28,None,text,phone,ios,iPhone 12,iOS 16,v1.8.7,b9287,gpt-4o,2025-11-15,0.58,256,0,,,2026-01-06
201,35-44,M,EU,en,Plus,2024-04-21,Annual,text,phone,ios,iPhone 12,iOS 16,v1.9.0,b6970,gpt-4o-mini,2025-10-20,0.38,512,1,,,2026-01-06
202,18-24,M,APAC,en,Free,2024-02-19,None,voice,laptop,lenovo,Lenovo ThinkPad T14,Windows 11,v1.8.7,b1364,gpt-4o,2025-11-15,0.4,256,1,voice_latency_optim_v1,control,2026-01-06
203,35-44,F,EU,en,Free,2024-12-17,None,voice,phone,ios,iPhone 14,iOS 17,v1.8.7,b7062,gpt-4.1-mini,2025-12-01,1.03,1024,0,voice_latency_optim_v1,control,2026-01-06
204,55+,F,EU,es,Plus,2024-08-15,Monthly,text,laptop,macbook,MacBook Air M1,macOS 14,v1.8.7,b9591,gpt-4o-mini,2025-10-20,0.75,512,1,,,2026-01-06
205,35-44,F,EU,en,Plus,2024-02-15,Monthly,text,laptop,macbook,MacBook Pro 14,macOS 14,v1.8.2,b3311,gpt-4o,2025-11-15,0.62,512,1,,,2026-01-06
206,25-34,F,LATAM,fr,Plus,2025-01-06,Monthly,voice,phone,ios,iPhone 15,iOS 16,v1.8.7,b8338,gpt-4o,2025-11-15,0.48,1024,1,voice_latency_optim_v1,treatment,2026-01-06
207,35-44,F,APAC,pt,Team,2024-09-18,Monthly,text,laptop,lenovo,Lenovo Yoga 7,Windows 11,v1.9.1,b3841,gpt-4o-mini,2025-10-20,0.71,512,1,,,2026-01-06
208,35-44,M,NA,en,Free,2025-10-07,None,voice,laptop,macbook,MacBook Pro 16,macOS 14,v1.8.7,b8411,gpt-4o-mini,2025-10-20,0.69,2048,1,voice_latency_optim_v1,control,2026-01-06
209,35-44,F,NA,de,Free,2025-04-27,None,text,phone,ios,iPhone 13,iOS 17,v1.8.7,b3928,gpt-4o-mini,2025-10-20,1.05,1024,0,,,2026-01-06
210,18-24,F,NA,en,Plus,2025-02-09,Monthly,text,laptop,macbook,MacBook Pro 14,macOS 13,v1.8.7,b5955,gpt-4o,2025-11-15,0.91,512,1,,,2026-01-06
211,55+,M,APAC,es,Free,2025-09-17,None,text,phone,android,Galaxy S22,Android 13,v1.9.0,b1265,gpt-4o-mini,2025-10-20,0.62,512,1,,,2026-01-06
212,55+,M,NA,en,Enterprise,2024-03-05,Monthly,text,phone,ios,iPhone 14,iOS 16,v1.9.1,b8732,gpt-4o,2025-11-15,0.57,256,1,,,2026-01-06
213,25-34,M,LATAM,en,Team,2025-06-21,Monthly,voice,phone,android,Pixel 6,Android 14,v1.7.9,b5728,gpt-4o,2025-11-15,0.62,512,1,,,2026-01-06
214,35-44,M,APAC,en,Plus,2024-06-20,Monthly,text,phone,android,Galaxy S23,Android 14,v1.8.7,b7453,gpt-4o,2025-11-15,0.68,512,0,,,2026-01-06
215,18-24,M,EU,fr,Plus,2025-01-02,Monthly,text,phone,ios,iPhone 14,iOS 16,v1.8.7,b6100,gpt-4o,2025-11-15,0.56,512,1,,,2026-01-06
216,55+,F,LATAM,es,Free,2025-03-25,None,text,phone,ios,iPhone 13,iOS 16,v1.7.9,b9708,gpt-4.1-mini,2025-12-01,0.38,512,1,,,2026-01-06
217,45-54,M,NA,fr,Plus,2025-01-04,Monthly,text,phone,android,Galaxy S22,Android 14,v1.7.9,b7575,gpt-4o-mini,2025-10-20,0.56,256,1,,,2026-01-06
218,35-44,F,LATAM,fr,Free,2024-03-19,None,text,phone,ios,iPhone 13,iOS 17,v1.9.0,b6081,gpt-4o,2025-11-15,0.67,512,1,,,2026-01-06
219,35-44,F,LATAM,hi,Plus,2024-01-16,Annual,text,phone,android,Pixel 6,Android 13,v1.7.9,b8258,gpt-4o,2025-11-15,1.1,512,1,,,2026-01-06
220,25-34,Non-binary,NA,en,Free,2025-06-24,None,text,phone,ios,iPhone 12,iOS 17,v1.9.0,b1608,gpt-4o-mini,2025-10-20,0.73,512,1,,,2026-01-06
221,25-34,Prefer_not_say,NA,fr,Plus,2025-08-23,Monthly,text,laptop,macbook,MacBook Air M2,macOS 13,v1.7.9,b4782,gpt-4o-mini,2025-10-20,0.65,1024,1,,,2026-01-06
222,25-34,M,NA,en,Free,2024-04-07,None,text,phone,android,Galaxy S23,Android 13,v1.8.2,b5767,gpt-4o-mini,2025-10-20,0.64,512,1,,,2026-01-06
223,35-44,M,EU,en,Free,2024-09-12,None,text,phone,ios,iPhone 12,iOS 16,v1.7.9,b8454,gpt-4o,2025-11-15,0.8,1024,1,,,2026-01-06
224,18-24,F,NA,en,Enterprise,2025-09-20,Monthly,voice,phone,android,Pixel 6,Android 13,v1.9.0,b1099,gpt-4o-mini,2025-10-20,0.65,512,1,,,2026-01-06
225,45-54,Non-binary,EU,en,Enterprise,2024-12-10,Monthly,text,phone,ios,iPhone 12,iOS 17,v1.7.9,b1668,gpt-4o,2025-11-15,0.59,1024,1,,,2026-01-06
226,25-34,M,NA,en,Free,2025-09-26,None,text,phone,ios,iPhone 15,iOS 17,v1.9.0,b1734,gpt-4.1-mini,2025-12-01,0.79,1024,1,,,2026-01-06
227,25-34,M,APAC,en,Free,2025-10-01,None,text,laptop,lenovo,Lenovo ThinkPad T14,Windows 11,v1.8.2,b4081,gpt-4o-mini,2025-10-20,0.44,1024,1,,,2026-01-06
228,18-24,F,APAC,en,Free,2025-08-05,None,text,laptop,macbook,MacBook Pro 16,macOS 13,v1.9.0,b7600,gpt-4o,2025-11-15,0.34,256,1,,,2026-01-06
229,35-44,Prefer_not_say,EU,hi,Plus,2024-02-18,Annual,text,phone,ios,iPhone 13,iOS 17,v1.7.9,b3234,gpt-4o-mini,2025-10-20,0.69,1024,1,,,2026-01-06
230,45-54,F,APAC,en,Free,2024-10-14,None,text,phone,ios,iPhone 14,iOS 17,v1.8.2,b6259,gpt-4.1-mini,2025-12-01,0.64,256,1,,,2026-01-06
231,35-44,M,LATAM,en,Plus,2025-08-11,Monthly,text,laptop,macbook,MacBook Pro 16,macOS 13,v1.9.0,b8987,gpt-4o,2025-11-15,0.73,256,1,,,2026-01-06
232,25-34,F,EU,en,Free,2025-09-12,None,text,laptop,macbook,MacBook Pro 14,macOS 13,v1.9.1,b5772,gpt-4.1-mini,2025-12-01,0.91,2048,0,,,2026-01-06
233,45-54,F,NA,en,Plus,2024-01-28,Monthly,text,laptop,lenovo,Lenovo Yoga 7,Windows 11,v1.7.9,b5778,gpt-4o-mini,2025-10-20,0.81,256,1,,,2026-01-06
234,18-24,F,APAC,en,Free,2025-06-01,None,text,phone,ios,iPhone 13,iOS 17,v1.9.1,b1630,gpt-4o-mini,2025-10-20,0.59,1024,0,,,2026-01-06
235,45-54,F,EU,hi,Plus,2025-04-25,Monthly,text,phone,ios,iPhone 12,iOS 17,v1.8.2,b3143,gpt-4o,2025-11-15,0.46,512,0,,,2026-01-06
236,35-44,M,NA,en,Plus,2024-11-20,Monthly,text,phone,ios,iPhone 15,iOS 17,v1.8.7,b8645,gpt-4o,2025-11-15,0.76,1024,1,,,2026-01-06
237,25-34,M,NA,en,Plus,2024-10-22,Annual,text,phone,android,Galaxy S22,Android 14,v1.9.0,b1081,gpt-4o,2025-11-15,0.99,1024,0,,,2026-01-06
238,25-34,F,APAC,fr,Free,2025-05-15,None,voice,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.9.0,b2189,gpt-4o,2025-11-15,0.83,256,1,,,2026-01-06
239,35-44,F,LATAM,es,Plus,2025-03-06,Monthly,text,laptop,macbook,MacBook Air M1,macOS 14,v1.9.0,b4589,gpt-4o,2025-11-15,0.47,512,1,,,2026-01-06
240,25-34,F,APAC,es,Free,2025-08-13,None,click,phone,ios,iPhone 13,iOS 16,v1.8.7,b3696,gpt-4.1-mini,2025-12-01,0.92,256,1,,,2026-01-06
241,45-54,M,NA,en,Free,2024-06-14,None,text,laptop,lenovo,Lenovo Yoga 7,Windows 11,v1.9.1,b5878,gpt-4o,2025-11-15,0.63,512,0,,,2026-01-06
242,25-34,F,APAC,en,Free,2024-09-22,None,text,phone,android,Galaxy S23,Android 14,v1.8.2,b6323,gpt-4o-mini,2025-10-20,0.45,256,1,,,2026-01-06
243,45-54,F,EU,hi,Plus,2024-11-30,Annual,text,phone,ios,iPhone 13,iOS 17,v1.8.2,b9490,gpt-4o,2025-11-15,0.64,1024,1,,,2026-01-06
244,45-54,M,APAC,en,Free,2025-10-10,None,text,phone,ios,iPhone 15,iOS 16,v1.9.0,b9130,gpt-4o-mini,2025-10-20,0.86,256,1,,,2026-01-06
245,18-24,F,APAC,en,Plus,2025-11-23,Monthly,text,phone,android,Galaxy S23,Android 14,v1.8.2,b7360,gpt-4o,2025-11-15,0.39,1024,1,,,2026-01-06
246,35-44,F,NA,en,Free,2024-03-31,None,text,phone,ios,iPhone 13,iOS 17,v1.9.1,b2237,gpt-4.1-mini,2025-12-01,0.77,2048,1,,,2026-01-06
247,25-34,M,NA,en,Plus,2025-02-16,Monthly,text,laptop,macbook,MacBook Pro 16,macOS 13,v1.9.0,b6402,gpt-4o-mini,2025-10-20,0.28,512,1,,,2026-01-06
248,35-44,M,NA,hi,Free,2024-03-03,None,click,phone,ios,iPhone 15,iOS 17,v1.8.7,b7373,gpt-4o,2025-11-15,0.83,512,1,,,2026-01-06
249,35-44,M,NA,en,Plus,2025-10-25,Monthly,voice,phone,android,Galaxy S23,Android 13,v1.9.0,b6407,gpt-4o,2025-11-15,0.46,256,1,voice_latency_optim_v1,treatment,2026-01-06
250,25-34,M,EU,fr,Enterprise,2025-05-04,Annual,voice,laptop,macbook,MacBook Pro 16,macOS 13,v1.8.7,b6891,gpt-4o,2025-11-15,0.66,256,1,voice_latency_optim_v1,control,2026-01-06
251,45-54,F,NA,en,Free,2025-05-31,None,text,phone,android,Galaxy S22,Android 14,v1.9.0,b6089,gpt-4o-mini,2025-10-20,0.79,1024,1,,,2026-01-06
252,18-24,F,EU,en,Free,2025-05-19,None,text,phone,android,Pixel 6,Android 14,v1.9.0,b4738,gpt-4o-mini,2025-10-20,1.09,2048,1,,,2026-01-06
253,35-44,M,NA,en,Plus,2025-04-24,Monthly,text,phone,ios,iPhone 13,iOS 16,v1.7.9,b8245,gpt-4o-mini,2025-10-20,1.06,512,0,,,2026-01-06
254,25-34,M,APAC,en,Free,2024-01-11,None,text,phone,ios,iPhone 12,iOS 16,v1.8.2,b2807,gpt-4o,2025-11-15,0.54,512,1,,,2026-01-06
255,18-24,F,NA,ja,Plus,2025-10-01,Monthly,text,phone,android,Galaxy S22,Android 14,v1.9.1,b9803,gpt-4o-mini,2025-10-20,0.94,1024,0,,,2026-01-06
256,35-44,F,EU,de,Plus,2025-09-10,Annual,text,phone,android,Pixel 7,Android 14,v1.8.2,b1809,gpt-4o-mini,2025-10-20,0.75,256,1,,,2026-01-06
257,35-44,Non-binary,EU,en,Plus,2025-01-20,Annual,text,phone,android,Galaxy S22,Android 14,v1.8.7,b7769,gpt-4o-mini,2025-10-20,1.05,256,1,,,2026-01-06
258,45-54,M,EU,en,Free,2024-12-18,None,text,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.8.7,b5762,gpt-4o,2025-11-15,1.0,512,1,,,2026-01-06
259,35-44,Prefer_not_say,NA,en,Enterprise,2024-09-15,Monthly,text,laptop,macbook,MacBook Pro 14,macOS 14,v1.9.0,b5536,gpt-4o,2025-11-15,0.69,2048,1,,,2026-01-06
260,25-34,F,NA,en,Plus,2024-07-01,Annual,text,phone,android,Galaxy S23,Android 14,v1.9.0,b6574,gpt-4o,2025-11-15,0.65,1024,1,,,2026-01-06
261,55+,M,LATAM,hi,Free,2025-12-28,None,text,laptop,macbook,MacBook Pro 16,macOS 14,v1.8.7,b1244,gpt-4.1-mini,2025-12-01,0.75,512,1,,,2026-01-06
262,18-24,F,EU,en,Free,2024-05-06,None,text,phone,ios,iPhone 14,iOS 17,v1.8.7,b3426,gpt-4o,2025-11-15,0.9,512,1,,,2026-01-06
263,18-24,F,NA,en,Enterprise,2024-06-17,Annual,text,laptop,macbook,MacBook Air M2,macOS 13,v1.9.1,b3951,gpt-4o-mini,2025-10-20,0.93,512,1,,,2026-01-06
264,35-44,F,LATAM,en,Enterprise,2025-01-16,Annual,text,phone,android,Pixel 7,Android 13,v1.7.9,b9536,gpt-4o,2025-11-15,0.64,512,1,,,2026-01-06
265,25-34,F,EU,es,Free,2025-08-06,None,text,laptop,macbook,MacBook Pro 14,macOS 14,v1.9.1,b6931,gpt-4o-mini,2025-10-20,0.73,2048,0,,,2026-01-06
266,25-34,M,NA,en,Free,2024-03-24,None,text,laptop,macbook,MacBook Air M2,macOS 14,v1.9.1,b7677,gpt-4o-mini,2025-10-20,0.6,2048,1,,,2026-01-06
267,45-54,M,NA,en,Team,2024-06-07,Annual,text,phone,ios,iPhone 12,iOS 16,v1.9.0,b1775,gpt-4o-mini,2025-10-20,0.67,512,1,,,2026-01-06
268,25-34,F,EU,en,Free,2024-10-24,None,text,phone,android,Pixel 7,Android 14,v1.9.0,b3529,gpt-4o-mini,2025-10-20,0.78,256,1,,,2026-01-06
269,45-54,M,NA,es,Enterprise,2024-06-11,Monthly,text,phone,android,Galaxy S23,Android 14,v1.8.2,b3569,gpt-4o-mini,2025-10-20,0.52,512,1,,,2026-01-06
270,35-44,M,APAC,hi,Free,2025-11-30,None,text,laptop,macbook,MacBook Pro 14,macOS 13,v1.7.9,b1493,gpt-4o-mini,2025-10-20,0.7,256,1,,,2026-01-06
271,25-34,M,NA,en,Free,2025-02-14,None,voice,phone,android,Galaxy S22,Android 13,v1.9.0,b5226,gpt-4o,2025-11-15,0.48,1024,1,,,2026-01-06
272,18-24,Prefer_not_say,NA,en,Team,2025-12-08,Annual,text,laptop,macbook,MacBook Air M2,macOS 14,v1.8.2,b9012,gpt-4o-mini,2025-10-20,0.89,1024,0,,,2026-01-06
273,25-34,M,EU,en,Team,2025-07-27,Monthly,text,phone,ios,iPhone 15,iOS 17,v1.9.0,b1306,gpt-4o,2025-11-15,0.43,512,0,,,2026-01-06
274,55+,M,EU,en,Free,2024-08-02,None,text,phone,ios,iPhone 14,iOS 17,v1.8.7,b9429,gpt-4o,2025-11-15,0.8,256,1,,,2026-01-06
275,25-34,F,EU,hi,Free,2025-05-17,None,text,phone,android,Galaxy S23,Android 14,v1.9.0,b4195,gpt-4o-mini,2025-10-20,0.84,256,1,,,2026-01-06
276,18-24,M,NA,en,Free,2025-05-18,None,text,phone,android,Pixel 6,Android 14,v1.7.9,b4354,gpt-4.1-mini,2025-12-01,0.97,256,1,,,2026-01-06
277,25-34,M,APAC,ja,Team,2024-06-29,Monthly,text,phone,ios,iPhone 12,iOS 16,v1.9.0,b2726,gpt-4o,2025-11-15,0.93,256,0,,,2026-01-06
278,45-54,F,NA,hi,Free,2024-08-11,None,text,laptop,macbook,MacBook Air M1,macOS 13,v1.9.1,b8020,gpt-4o-mini,2025-10-20,0.92,512,1,,,2026-01-06
279,18-24,M,NA,en,Plus,2024-11-04,Monthly,text,phone,ios,iPhone 12,iOS 17,v1.8.2,b6302,gpt-4o,2025-11-15,0.48,512,1,,,2026-01-06
280,35-44,F,NA,hi,Free,2024-11-09,None,text,laptop,macbook,MacBook Pro 14,macOS 14,v1.8.2,b5472,gpt-4.1-mini,2025-12-01,1.1,2048,1,,,2026-01-06
281,18-24,M,NA,hi,Free,2025-09-10,None,click,phone,android,Pixel 7,Android 14,v1.9.0,b4959,gpt-4.1-mini,2025-12-01,0.76,1024,1,,,2026-01-06
282,55+,Non-binary,NA,en,Free,2024-06-01,None,text,phone,ios,iPhone 15,iOS 16,v1.8.2,b2294,gpt-4o,2025-11-15,0.64,512,1,,,2026-01-06
283,25-34,F,NA,es,Plus,2025-06-21,Monthly,text,phone,ios,iPhone 13,iOS 17,v1.9.1,b4086,gpt-4o,2025-11-15,0.45,1024,0,,,2026-01-06
284,18-24,M,APAC,en,Plus,2025-08-31,Monthly,voice,laptop,lenovo,Lenovo Yoga 7,Windows 11,v1.8.2,b5790,gpt-4.1-mini,2025-12-01,0.39,1024,1,voice_latency_optim_v1,control,2026-01-06
285,55+,M,NA,de,Free,2025-03-31,None,text,laptop,macbook,MacBook Pro 16,macOS 13,v1.8.2,b4984,gpt-4.1-mini,2025-12-01,0.63,1024,1,,,2026-01-06
286,25-34,M,NA,ja,Plus,2025-09-17,Monthly,click,laptop,lenovo,Lenovo ThinkPad T14,Windows 11,v1.7.9,b5065,gpt-4o-mini,2025-10-20,0.8,2048,1,,,2026-01-06
287,35-44,F,EU,en,Plus,2024-10-05,Annual,text,laptop,macbook,MacBook Air M1,macOS 13,v1.9.1,b1192,gpt-4o,2025-11-15,0.74,1024,1,,,2026-01-06
